Car_Name,Selling_Price,km_driven,Fuel_Type,Seller_Type,Transmission
Hyundai Verna CRDi ABS,175000,80000,Diesel,Individual,Manual
Mercedes-Benz E-Class 230,1000000,35000,Petrol,Individual,Automatic
Maruti Alto 800 LXI,92800,25000,Petrol,Individual,Manual
Tata Xenon XT EX 4X2,291000,90000,Diesel,Individual,Manual
Maruti Alto 800 LXI,92800,25000,Petrol,Individual,Manual
Renault KWID 1.0 RXT Optional,350000,20000,Petrol,Individual,Manual
Maruti Omni 5 Str STD,65000,60000,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,650000,58000,Diesel,Individual,Manual
Maruti Wagon R LX BS IV,350000,40000,Petrol,Dealer,Manual
Maruti Wagon R LXI,75000,70000,Petrol,Individual,Manual
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),440000,70000,Diesel,Dealer,Manual
Hyundai Santro Xing GLS,270000,60000,Petrol,Individual,Manual
Toyota Innova 2.5 V Diesel 7-seater,1150000,135000,Diesel,Dealer,Manual
Maruti Omni 8 Seater BSII,238000,70000,Petrol,Dealer,Manual
Mercedes-Benz B Class B180 Sports,1100000,40000,Petrol,Individual,Automatic
Mahindra XUV500 W10 2WD,1200000,75000,Diesel,Dealer,Manual
Skoda Fabia 1.2L Diesel Ambiente,260000,150000,Diesel,Individual,Manual
Toyota Etios VD,350000,140000,Diesel,Individual,Manual
Toyota Etios Liva VD,480000,70000,Diesel,Individual,Manual
Toyota Etios Liva GD,345000,137250,Diesel,Individual,Manual
Mahindra Scorpio M2DI,500000,110000,Diesel,Individual,Manual
Hyundai Grand i10 Asta Option,595000,27000,Petrol,Dealer,Manual
Hyundai Verna CRDi 1.6 SX Option,1295000,9000,Diesel,Dealer,Manual
Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5400,Diesel,Dealer,Manual
Renault KWID Climber 1.0 MT Opt BSIV,541000,1000,Petrol,Dealer,Manual
Hyundai Santro Asta,515000,16000,Petrol,Dealer,Manual
Ford Figo Aspire Titanium Plus Diesel,894999,13000,Diesel,Dealer,Manual
Renault Pulse RxZ Optional,325000,47000,Diesel,Dealer,Manual
Maruti Ciaz 1.4 Alpha,925000,22000,Petrol,Individual,Manual
Nissan Terrano XL P,844999,30000,Petrol,Individual,Manual
Maruti Ciaz 1.4 Alpha,925000,20000,Petrol,Individual,Manual
Tata Manza Club Class Quadrajet90 LX,300000,60000,Diesel,Individual,Manual
Toyota Camry M/t,650000,75000,Petrol,Individual,Manual
Maruti Alto K10 LXI,175000,64000,Petrol,Dealer,Manual
Maruti SX4 S Cross DDiS 320 Delta,325000,80000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxZ,600000,90000,Diesel,Individual,Manual
Maruti Swift ZXI Plus,700000,30000,Petrol,Individual,Manual
Toyota Corolla H3,95000,120000,Petrol,Individual,Automatic
Maruti Celerio ZXI,490000,20000,Petrol,Dealer,Manual
Tata Safari DICOR 2.2 EX 4x2,380000,100000,Diesel,Individual,Manual
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,550000,31000,Petrol,Dealer,Manual
Maruti Alto 800 LXI,225000,47000,Petrol,Dealer,Manual
Tata Nexon 1.2 Revotron XM,570000,11200,Petrol,Individual,Manual
Maruti Alto 800 LXI,305000,35000,Petrol,Dealer,Manual
Maruti Wagon R Duo Lxi,240000,50000,Petrol,Dealer,Manual
Maruti Ertiga SHVS VDI,700000,55000,Diesel,Dealer,Manual
Maruti Omni E MPI STD BS IV,288000,20000,Petrol,Dealer,Manual
Mahindra Bolero B4,800000,75000,Diesel,Dealer,Manual
Maruti Celerio VXI,430000,93000,Petrol,Dealer,Manual
Chevrolet Beat Diesel LT Option,195000,57000,Diesel,Dealer,Manual
Maruti Eeco Smiles 5 Seater AC,325000,30000,Petrol,Dealer,Manual
Renault Duster 85PS Diesel RxE,450000,73000,Diesel,Dealer,Manual
Maruti Swift Dzire VDI,630000,65000,Diesel,Dealer,Manual
Maruti Swift 1.3 VXi,250000,62000,Petrol,Dealer,Manual
Hyundai Santro GLS I - Euro II,135000,85000,Petrol,Dealer,Manual
Chevrolet Spark 1.0 PS,110000,73000,Petrol,Individual,Manual
Maruti Swift ZDi,350000,55000,Diesel,Dealer,Manual
Maruti Omni E MPI STD BS IV,240000,5800,Petrol,Individual,Manual
Toyota Innova 2.5 V Diesel 8-seater,350000,350000,Diesel,Individual,Manual
Maruti Swift ZXI Plus,600000,30000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,750000,20000,Diesel,Individual,Manual
Hyundai EON Era Plus,270000,20000,Petrol,Individual,Manual
Maruti Alto LXi,90000,100000,Petrol,Individual,Manual
Maruti Wagon R Stingray VXI,350000,65000,Petrol,Individual,Manual
Ford Figo Diesel Celebration Edition,285000,90000,Diesel,Individual,Manual
Toyota Innova 2.5 E Diesel MS 7-seater,665000,267000,Diesel,Individual,Manual
Mahindra Scorpio 2.6 CRDe,175000,250000,Diesel,Individual,Manual
Mahindra Xylo D2,350000,140000,Diesel,Individual,Manual
Honda City i-VTEC CVT ZX,1225000,22000,Petrol,Dealer,Automatic
Honda Jazz Select Edition Active,285000,60000,Petrol,Dealer,Manual
Honda City i-VTEC VX,1000000,28635,Petrol,Dealer,Manual
Honda Amaze VX Diesel BSIV,780000,32114,Diesel,Dealer,Manual
Maruti Celerio VXI,300000,82000,Petrol,Dealer,Manual
Maruti Swift VXI BSIII,160000,95149,Petrol,Dealer,Manual
Honda Amaze VX i-VTEC,625000,68458,Petrol,Dealer,Manual
Maruti Ritz VXi,265000,42000,Petrol,Individual,Manual
Honda City i DTEC V,515000,90000,Diesel,Individual,Manual
Hyundai EON D Lite,210000,30000,Petrol,Individual,Manual
Maruti Alto LXi,140000,80000,Petrol,Individual,Manual
Toyota Innova 2.5 GX (Diesel) 7 Seater,940000,128000,Diesel,Individual,Manual
Nissan Terrano XV Premium 110 PS,750000,80000,Diesel,Individual,Manual
Maruti Baleno Alpha 1.3,610000,100000,Diesel,Individual,Manual
Nissan Sunny XV D Premium Leather,450000,50000,Diesel,Individual,Manual
Toyota Etios Liva GD,409999,56000,Diesel,Individual,Manual
Hyundai EON 1.0 Era Plus,100000,21302,Petrol,Individual,Manual
Hyundai i20 Active 1.4 SX,650000,100000,Diesel,Individual,Manual
Mahindra TUV 300 T8,650000,80000,Diesel,Individual,Manual
Hyundai Getz 1.3 GLS,150000,105546,Petrol,Individual,Manual
Toyota Etios Liva 1.2 V,500000,10000,Petrol,Individual,Manual
Toyota Innova 2.5 GX 7 STR BSIV,1000000,80000,Diesel,Individual,Manual
Hyundai i20 Magna Optional 1.2,340000,35000,Petrol,Individual,Manual
Hyundai Elite i20 Asta Option BSIV,800000,11240,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater,1010000,120000,Diesel,Individual,Manual
Toyota Etios GD,350000,120000,Diesel,Individual,Manual
Maruti Swift VDI BSIV,595000,70000,Diesel,Individual,Manual
Mahindra Scorpio VLX 2WD BSIV,700000,130000,Diesel,Individual,Manual
Renault KWID RXL,265000,40000,Petrol,Individual,Manual
Maruti Alto K10 VXI,320000,60000,Petrol,Individual,Manual
Honda City 1.5 S MT,310000,110000,Petrol,Individual,Manual
Honda City i DTEC VX,700000,130000,Diesel,Individual,Manual
Maruti Alto LXi BSIII,130000,80000,Petrol,Individual,Manual
Maruti Swift Dzire VDi,150000,120000,Diesel,Individual,Manual
Honda Amaze E i-Dtech,300000,104000,Diesel,Individual,Manual
Maruti Swift Dzire LXi,150000,100000,Petrol,Individual,Manual
Honda City 1.3 EXI,120000,132343,Petrol,Individual,Manual
Hyundai Creta 1.4 CRDi S Plus,950000,90000,Diesel,Individual,Manual
Maruti Wagon R VXI BS IV,100000,60000,Petrol,Individual,Manual
Honda Jazz 1.5 SV i DTEC,450000,76000,Diesel,Individual,Manual
Maruti 800 EX,30000,60000,Petrol,Individual,Manual
Mahindra Renault Logan 1.6 Petrol GLSX,200000,30000,Petrol,Individual,Manual
Tata Indigo LS,250000,96000,Diesel,Individual,Manual
Mahindra Marazzo M8 8Str,1300000,10000,Diesel,Individual,Manual
Toyota Etios Liva 1.4 VD,425000,36000,Diesel,Dealer,Manual
Honda Amaze VX O iDTEC,550000,12997,Diesel,Dealer,Manual
Maruti Ciaz 1.4 AT Zeta,500000,40000,Petrol,Individual,Automatic
Hyundai Verna CRDi 1.6 SX Option,1150000,26430,Diesel,Dealer,Manual
Maruti Swift 1.3 VXI ABS,475000,24600,Petrol,Dealer,Manual
Maruti Wagon R LXI,260000,28481,Petrol,Dealer,Manual
Ford Ecosport 1.0 Ecoboost Titanium Optional,350000,100000,Petrol,Individual,Manual
Mahindra XUV500 W8 2WD,750000,41988,Diesel,Dealer,Manual
Maruti Wagon R LXI,180000,30375,Petrol,Dealer,Manual
Renault KWID Climber 1.0 AMT BSIV,350000,7658,Petrol,Dealer,Automatic
Maruti Swift Dzire VDI,611000,34400,Diesel,Dealer,Manual
Renault KWID RXL BSIV,325000,18500,Petrol,Dealer,Manual
Maruti Alto VXi,280000,26134,Petrol,Dealer,Manual
Maruti Wagon R AMT VXI,300000,28942,Petrol,Dealer,Automatic
Mahindra XUV500 W8 2WD,711000,53600,Diesel,Dealer,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater,851000,53652,Diesel,Dealer,Manual
Maruti Ritz VDi,260000,52895,Diesel,Dealer,Manual
Hyundai Verna SX Diesel,550000,42324,Diesel,Dealer,Manual
Mahindra XUV500 W10 1.99 mHawk,1044999,65000,Diesel,Dealer,Manual
Mahindra Scorpio EX,550000,60236,Diesel,Dealer,Manual
Maruti Wagon R VXI BS IV,210000,70000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,210000,70000,Petrol,Individual,Manual
Mahindra Xylo E8,290000,100000,Diesel,Individual,Manual
Fiat 500 Lounge,250999,110000,Diesel,Individual,Manual
Renault Triber RXT BSIV,600000,10300,Petrol,Individual,Manual
Fiat Grande Punto EVO 1.3 Active,270000,120000,Diesel,Individual,Manual
Tata New Safari 4X4 EX,550000,142000,Diesel,Individual,Manual
Mahindra TUV 300 mHAWK100 T8,800000,25000,Diesel,Individual,Manual
Tata Altroz XE,500000,5000,Petrol,Individual,Manual
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Hyundai Grand i10 1.2 Kappa Sportz BSIV,396000,28643,Petrol,Dealer,Manual
Honda City i DTEC VX,600000,50000,Diesel,Individual,Manual
Maruti Wagon R ZXI 1.2,575000,30000,Petrol,Dealer,Manual
Hyundai Santro Sportz BSIV,520000,5000,Petrol,Individual,Manual
Mahindra XUV500 AT W10 FWD,1400000,30000,Diesel,Individual,Automatic
Maruti Baleno Delta Automatic,600000,7600,Petrol,Individual,Automatic
Chevrolet Beat Diesel LS,195000,47253,Diesel,Dealer,Manual
Maruti Alto K10 VXI AGS,281000,4432,Petrol,Dealer,Automatic
Tata Indica GLS BS IV,75000,110000,Petrol,Individual,Manual
Hyundai Grand i10 Sportz,400000,25000,Petrol,Individual,Manual
Tata Indica Vista Terra 1.4 TDI,93000,70000,Diesel,Individual,Manual
Hyundai i20 Active S Petrol,560000,68523,Petrol,Dealer,Manual
Hyundai EON 1.0 Era Plus,400000,5000,Petrol,Individual,Manual
Tata Tigor 1.2 Revotron XT,459999,40000,Petrol,Individual,Manual
Hyundai Xcent 1.2 CRDi E,450000,43000,Diesel,Individual,Manual
Maruti Alto Green LXi (CNG),88000,80251,CNG,Dealer,Manual
Hyundai i20 1.2 Era,250000,34500,Petrol,Individual,Manual
Ford Ikon 1.4 ZXi,22000,42743,Petrol,Dealer,Manual
Chevrolet Beat Diesel LS,130000,93900,Diesel,Individual,Manual
Maruti Zen VXi - BS III,79000,80000,Petrol,Individual,Manual
Chevrolet Beat Diesel LS,120000,110000,Diesel,Individual,Manual
BMW 7 Series 730Ld,1700000,100000,Diesel,Individual,Automatic
Chevrolet Optra Magnum 2.0 LT,300000,25000,Diesel,Individual,Manual
Chevrolet Optra Magnum 2.0 LT,300000,25000,Diesel,Individual,Manual
Maruti A-Star Lxi,145000,25000,Petrol,Individual,Manual
Ford Endeavour 3.2 Titanium AT 4X4,3200000,20000,Diesel,Individual,Automatic
Chevrolet Spark 1.0 LT,240000,10000,Petrol,Individual,Manual
Honda WR-V i-DTEC VX,700000,30000,Diesel,Individual,Manual
Hyundai Accent GLX,145000,110000,Petrol,Individual,Manual
Maruti Ertiga VDI Limited Edition,535000,80000,Diesel,Individual,Manual
Mahindra KUV 100 mFALCON G80 K2 Plus,420000,21000,Petrol,Individual,Manual
Maruti Alto K10 VXI,350000,20000,Petrol,Individual,Manual
Maruti Swift VDI BSIV,550000,32000,Diesel,Individual,Manual
Mitsubishi Montero 3.2 MT,750000,180000,Diesel,Individual,Manual
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,198000,70000,Diesel,Individual,Manual
Hyundai i20 Magna Optional 1.4 CRDi,420000,50000,Diesel,Individual,Manual
Hyundai i20 Magna Optional 1.4 CRDi,420000,50000,Diesel,Individual,Manual
Ford Endeavour 4x2 XLT,195000,120000,Diesel,Individual,Manual
Hyundai EON Sportz,150000,55766,Petrol,Individual,Manual
Nissan Micra XL,275000,40000,Petrol,Individual,Manual
Maruti 800 Std,65000,60000,Petrol,Individual,Manual
Maruti Swift LXi BSIV,200000,50000,Petrol,Individual,Manual
Maruti Swift Dzire VDi,250000,110000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Maruti Ignis 1.3 Delta,590000,26350,Diesel,Dealer,Manual
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual
Tata Indigo CS LX (TDI) BS-III,225000,68745,Diesel,Dealer,Manual
Maruti Alto 800 LXI,165000,132000,Petrol,Individual,Manual
Mahindra Bolero Power Plus SLX,860000,35000,Diesel,Individual,Manual
Mahindra XUV500 W6 2WD,900000,47000,Diesel,Individual,Manual
Tata Indigo TDI,182000,100000,Diesel,Individual,Manual
Tata Indica Vista Terra 1.4 TDI,100000,80000,Diesel,Individual,Manual
Hyundai Santro Xing XL eRLX Euro III,100000,40000,Petrol,Individual,Manual
Maruti Alto K10 VXI AGS,375000,27289,Petrol,Dealer,Automatic
Tata Tiago XZA AMT,525000,10980,Petrol,Dealer,Automatic
Hyundai EON Era Plus,320000,24662,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,525000,37000,Diesel,Dealer,Manual
Nissan Evalia XV,650000,28245,Diesel,Dealer,Manual
Hyundai Grand i10 1.2 CRDi Sportz Option,575000,27005,Diesel,Dealer,Manual
Hyundai i10 Magna,355000,39227,Petrol,Dealer,Manual
Mahindra KUV 100 D75 K4 Plus 5Str,470000,31367,Diesel,Dealer,Manual
Maruti Wagon R LXI,221000,35008,Petrol,Dealer,Manual
Hyundai Santro Xing GLS,195000,27005,Petrol,Dealer,Manual
Maruti Zen VX,85000,86000,Petrol,Individual,Manual
Maruti Swift VDI,400000,50000,Diesel,Individual,Manual
Maruti Baleno Delta 1.3,650000,20000,Diesel,Individual,Manual
Hyundai i10 Magna 1.2,400000,50000,Petrol,Individual,Manual
Tata Manza Aura (ABS) Quadrajet BS IV,295000,80000,Diesel,Individual,Manual
Maruti Omni Petrol STD BSIV,60000,135000,Petrol,Individual,Manual
Maruti Zen D PS,110000,120000,Diesel,Individual,Manual
Fiat Linea 1.3 Multijet Emotion,550000,113600,Diesel,Individual,Manual
Hyundai Santro Xing GLS,190000,70000,Petrol,Individual,Manual
Ford Aspire Titanium Plus Diesel BSIV,861999,20000,Diesel,Dealer,Manual
Ford Aspire Titanium Plus BSIV,782000,14000,Petrol,Dealer,Manual
Ford Freestyle Titanium Plus Diesel BSIV,836000,26000,Diesel,Dealer,Manual
Honda City i VTEC V,696000,138925,Petrol,Dealer,Manual
Honda Jazz 1.5 VX i DTEC,596000,121764,Diesel,Dealer,Manual
Honda Jazz 1.2 VX i VTEC,612000,105429,Petrol,Dealer,Manual
Maruti Alto 800 LXI,114999,35000,Petrol,Individual,Manual
Tata Bolt Quadrajet XE,340000,60000,Diesel,Individual,Manual
Maruti Swift ZXI Plus,550000,5000,Petrol,Individual,Manual
Chevrolet Aveo U-VA 1.2 LT,114999,70000,Petrol,Individual,Manual
Maruti Wagon R VXI,105000,80000,Petrol,Individual,Manual
Maruti Vitara Brezza ZDi,890000,20000,Diesel,Individual,Manual
Tata Nexon 1.2 Revotron XZ Plus,715000,8000,Petrol,Individual,Manual
Hyundai i20 Asta (o),525000,54000,Petrol,Dealer,Manual
Volkswagen Jetta 2.0L TDI Highline AT,735000,55300,Diesel,Dealer,Automatic
Honda Amaze S i-VTEC,495000,11958,Petrol,Dealer,Manual
Hyundai Creta 1.6 SX Option,1025000,9000,Petrol,Dealer,Manual
Mahindra XUV500 W8 2WD,750000,70000,Diesel,Individual,Manual
Renault Duster 85PS Diesel RxL Optional,600000,120000,Diesel,Individual,Manual
Hyundai i20 Asta 1.2,475000,23122,Petrol,Dealer,Manual
Hyundai Santro Xing XO,80000,58000,Petrol,Dealer,Manual
Mahindra Bolero 2011-2019 SLE,325000,62200,Diesel,Dealer,Manual
Audi A6 2.0 TDI Premium Plus,1470000,34000,Diesel,Dealer,Automatic
Fiat Avventura MULTIJET Emotion,350000,53000,Diesel,Individual,Manual
Audi A8 4.2 TDI,2800000,49000,Diesel,Dealer,Automatic
Datsun RediGO 1.0 S,210000,15000,Petrol,Dealer,Manual
Chevrolet Cruze LT,349000,44500,Diesel,Dealer,Manual
Volkswagen Jetta 1.4 TSI Comfortline,450000,50000,Petrol,Individual,Manual
Audi A4 2.0 TDI 177 Bhp Premium Plus,1150000,53000,Diesel,Dealer,Automatic
Honda Civic 1.8 V AT,210000,63500,Petrol,Dealer,Automatic
Mercedes-Benz E-Class Exclusive E 200 BSIV,4500000,9800,Petrol,Dealer,Automatic
Volkswagen Polo GTI,825000,13599,Petrol,Dealer,Automatic
BMW X1 sDrive 20d xLine,2750000,13000,Diesel,Individual,Automatic
Chevrolet Beat Diesel,160000,110000,Diesel,Individual,Manual
Mahindra Scorpio SLE BSIV,550000,100000,Diesel,Individual,Manual
Maruti Swift 1.3 VXI ABS,95000,110000,Petrol,Individual,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,725000,90000,Diesel,Individual,Manual
Tata Tigor 1.2 Revotron XZ Option,670000,17000,Petrol,Individual,Manual
Maruti Alto LX,65000,140000,Petrol,Individual,Manual
Mahindra Xylo D4,500000,50000,Diesel,Individual,Manual
Mahindra KUV 100 mFALCON G80 K8 5str,600000,53000,Petrol,Individual,Manual
Maruti Wagon R VXI Optional,350000,70000,Petrol,Individual,Manual
Chevrolet Beat Diesel LT,200000,70000,Diesel,Individual,Manual
Hyundai Getz 1.5 CRDi GVS,110000,154000,Diesel,Individual,Manual
Hyundai EON Sportz,150000,80000,Petrol,Individual,Manual
Maruti Zen D PS,75000,110000,Diesel,Individual,Manual
Honda Amaze EX i-Dtech,350000,90000,Diesel,Individual,Manual
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1700000,15000,Diesel,Individual,Manual
BMW X1 sDrive20d,890000,86000,Diesel,Individual,Automatic
Mahindra Scorpio M2DI,500000,120000,Diesel,Individual,Manual
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,600000,5200,Petrol,Individual,Manual
Chevrolet Beat LS,99000,60000,Petrol,Individual,Manual
Hyundai i10 Era 1.1 iTech SE,235000,46000,Petrol,Individual,Manual
Tata Indigo GLX,75000,40000,Petrol,Individual,Manual
Honda City i DTEC VX,600000,90000,Diesel,Individual,Manual
Hyundai Verna CRDi 1.6 SX,1000000,25000,Diesel,Individual,Manual
Hyundai Verna 1.6 SX,390000,90000,Diesel,Individual,Manual
Volkswagen Polo 1.5 TDI Highline,600000,70000,Diesel,Individual,Manual
Hyundai i20 1.2 Spotz,600000,70000,Petrol,Individual,Manual
Hyundai Elite i20 Magna Plus Diesel,730000,35000,Diesel,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,450000,12700,Petrol,Individual,Automatic
Maruti Ritz LDi,250000,80000,Diesel,Individual,Manual
Mahindra XUV500 W10 2WD,1400000,20000,Diesel,Individual,Manual
Renault KWID 1.0 RXT Optional,300000,20000,Petrol,Individual,Manual
Ford EcoSport 1.5 Petrol Titanium BSIV,800000,19000,Petrol,Individual,Manual
Fiat Grande Punto Active (Diesel),125000,95000,Diesel,Individual,Manual
BMW X1 sDrive 20d xLine,2600000,9500,Diesel,Individual,Automatic
Skoda Fabia 1.2 MPI Ambition Plus,300000,50000,Petrol,Individual,Manual
Volkswagen Polo Diesel Trendline 1.2L,295000,90000,Diesel,Individual,Manual
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,650000,45839,Petrol,Dealer,Manual
Chevrolet Aveo 1.4 LS,200000,74510,Petrol,Dealer,Manual
Chevrolet Aveo U-VA 1.2 LS,130000,87293,Petrol,Dealer,Manual
Ford Figo Diesel EXI,250000,156040,Diesel,Dealer,Manual
Ford Endeavour 2.5L 4X2 MT,400000,93415,Diesel,Dealer,Manual
Ford Aspire Titanium BSIV,430000,101159,Petrol,Dealer,Manual
Hyundai EON 1.0 Kappa Magna Plus,170000,80000,Petrol,Individual,Manual
Tata Tiago 2019-2020 XZ,450000,12000,Petrol,Individual,Manual
Maruti Swift ZXI,350000,90000,Petrol,Individual,Manual
Chevrolet Spark 1.0 LT,130000,68519,Petrol,Dealer,Manual
Chevrolet Beat Diesel LS,180000,55130,Diesel,Dealer,Manual
Ford Ecosport 1.0 Ecoboost Titanium Optional,475000,65239,Petrol,Dealer,Manual
Volkswagen Polo 1.2 MPI Comfortline,470000,58182,Petrol,Dealer,Manual
Ford Fiesta Diesel Trend,200000,91245,Diesel,Dealer,Manual
Mahindra XUV500 W8 2WD,650000,102989,Diesel,Dealer,Manual
Honda City 1.5 E MT,400000,50000,Petrol,Individual,Manual
Maruti Zen VXI,100000,120000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,409999,90000,Diesel,Individual,Manual
Maruti Swift VDI BSIV,640000,25000,Diesel,Individual,Manual
Maruti Wagon R LXI Minor,160000,80000,Petrol,Individual,Manual
Tata Indigo TDI,182000,100000,Diesel,Individual,Manual
Maruti Baleno Zeta 1.3,750000,70000,Diesel,Individual,Manual
Mahindra Jeep MM 550 XDB,150000,50000,Diesel,Individual,Manual
Maruti Alto STD,80000,100000,Petrol,Individual,Manual
Maruti Celerio VDi,240000,90000,Diesel,Individual,Manual
Maruti Esteem Lxi,60000,60000,Petrol,Individual,Manual
Maruti Alto LX,70000,120000,Petrol,Individual,Manual
Volkswagen Jetta 1.9 Highline TDI,285000,90000,Diesel,Individual,Automatic
Maruti Swift VDI BSIV,350000,60000,Diesel,Individual,Manual
Hyundai i20 Active 1.4 SX with AVN,699000,30000,Diesel,Individual,Manual
Ford Figo Diesel ZXI,275000,108000,Diesel,Individual,Manual
Hyundai i20 1.4 CRDi Magna,350000,160000,Diesel,Individual,Manual
Maruti Alto LXi BSIII,135000,90000,Petrol,Individual,Manual
Mahindra Xylo E4 8S,325000,120000,Diesel,Individual,Manual
Mahindra XUV500 W8 2WD,650000,102000,Diesel,Individual,Manual
Mahindra Bolero SLE,300000,178000,Diesel,Individual,Manual
Toyota Innova 2.5 VX (Diesel) 8 Seater,1200000,200000,Diesel,Individual,Manual
Ford Fiesta Petrol Trend,450000,60000,Petrol,Dealer,Manual
Tata Tiago 1.2 Revotron XE,425000,3000,Petrol,Individual,Manual
Maruti Alto LXi,150000,75118,Petrol,Individual,Manual
Maruti Ritz LDi,290000,140000,Diesel,Individual,Manual
Hyundai Xcent 1.2 Kappa Base,335000,60000,Petrol,Individual,Manual
Chevrolet Optra 1.6,120000,79000,Petrol,Dealer,Manual
Ford Ikon 1.6 ZXI NXt,20000,25000,Petrol,Individual,Manual
Hyundai Getz GLS,250000,70000,Petrol,Individual,Manual
Hyundai Santro Xing GL Plus,120000,41723,Petrol,Individual,Manual
Maruti SX4 Vxi BSIV,250000,70000,Petrol,Individual,Manual
Tata Indigo LS,220000,70000,Diesel,Individual,Manual
Ford Ikon 1.3 Flair,61000,4637,Petrol,Individual,Manual
Maruti Swift VDI BSIV,620000,70000,Diesel,Individual,Manual
Maruti Swift Dzire LDIX Limited Edition,425000,100000,Diesel,Individual,Manual
Tata Indica Vista Aqua 1.3 Quadrajet,85000,120000,Diesel,Individual,Manual
Maruti Swift 1.3 DLX,270000,40000,Diesel,Individual,Manual
Maruti Swift Vdi BSIII,180000,220000,Diesel,Individual,Manual
Renault KWID 1.0 RXT Optional,300000,20000,Petrol,Individual,Manual
Ford EcoSport 1.5 Petrol Titanium BSIV,800000,19000,Petrol,Individual,Manual
Fiat Grande Punto Active (Diesel),125000,95000,Diesel,Individual,Manual
Mahindra KUV 100 mFALCON G80 K2,450000,30000,Petrol,Individual,Manual
Tata New Safari DICOR 2.2 VX 4x4,450000,42655,Diesel,Individual,Manual
Renault KWID 1.0 RXL,250000,43000,Petrol,Individual,Manual
Toyota Innova 2.5 VX 8 STR BSIV,725000,70000,Diesel,Individual,Manual
Hyundai i20 Magna,250000,55000,Petrol,Individual,Manual
Fiat Punto 1.3 Active,99000,80000,Diesel,Individual,Manual
Renault KWID 1.0,350000,55000,Petrol,Individual,Manual
Hyundai Xcent 1.2 VTVT E Plus,511000,70000,Petrol,Individual,Manual
Maruti Ritz VDi,300000,80000,Diesel,Individual,Manual
Audi Q5 2.0 TFSI Quattro,1100000,110000,Petrol,Individual,Automatic
Hyundai i10 Sportz 1.2,125000,60000,Petrol,Individual,Manual
Tata Tiago 1.2 Revotron XZ,500000,30000,Petrol,Individual,Manual
Renault Duster 85PS Diesel RxL,385000,80000,Diesel,Individual,Manual
Skoda Rapid 1.6 MPI Elegance,350000,90000,Petrol,Individual,Manual
Maruti 800 Std BSIII,60000,50000,Petrol,Individual,Manual
Hyundai Santro Xing GLS,300000,50000,Petrol,Individual,Manual
Hyundai i20 1.4 CRDi Asta,400000,70000,Diesel,Individual,Manual
Ford Ecosport 1.5 DV5 MT Titanium,550000,110000,Diesel,Individual,Manual
Nissan Sunny XL,300000,80000,Petrol,Individual,Manual
Maruti Swift VDI,250000,156000,Diesel,Individual,Manual
Toyota Innova 2.5 GX 7 STR,800000,180000,Diesel,Individual,Manual
Maruti Eeco 5 Seater AC BSIV,300000,25000,Petrol,Individual,Manual
Maruti Alto LX,80000,120000,Petrol,Individual,Manual
Mahindra Scorpio S5 BSIV,1200000,11000,Diesel,Individual,Manual
Renault KWID AMT,355000,40000,Petrol,Individual,Automatic
Maruti Swift Dzire VDI,520000,50000,Diesel,Individual,Manual
Hyundai Verna 1.6 CRDI,500000,26000,Diesel,Individual,Manual
Maruti Alto LXi,114999,30000,Petrol,Individual,Manual
Toyota Fortuner 4x2 Manual,1800000,50000,Diesel,Individual,Manual
Mahindra TUV 300 T6 Plus,800000,20000,Diesel,Individual,Manual
Maruti Alto LXi BSIII,105000,30000,Petrol,Individual,Manual
Maruti Alto LXi,135000,78000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,170000,40000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX VTVT,550000,100000,Petrol,Individual,Manual
Honda City 1.5 V MT,250000,70000,Petrol,Individual,Manual
Hyundai Elantra CRDi SX,650000,30000,Diesel,Individual,Manual
Honda City 1.5 V AT Exclusive,210000,77000,Petrol,Individual,Automatic
Volkswagen Vento Diesel Highline,260000,150000,Diesel,Individual,Manual
Maruti Swift Dzire ZDI,750000,69000,Diesel,Individual,Manual
Toyota Innova Crysta 2.8 GX AT BSIV,1350000,120000,Diesel,Individual,Automatic
Maruti Ritz VDi,220000,120000,Diesel,Individual,Manual
